MonthEnd,monthly_return,portfolio_value,n_start_positions,n_active_positions,n_carried_missing,n_terminal_zero,FiscalYear,RebalanceDate,Strategy,Experiment,Universe,Model,SectorScope,WindowYears
2019-05-31,-0.1387450264117018,0.8956239520227756,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-06-30,0.1011728598912695,0.986236788636041,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-07-31,0.0331860349254271,1.018966077148458,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-08-31,-0.0348881193993875,0.983416266984977,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-09-30,0.0392563750601959,1.022021624802037,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-10-31,0.063348042074204,1.086764693690743,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-11-30,0.0368944974803282,1.1268603309438256,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-12-31,0.0570560077809156,1.1911544827541618,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-01-31,-0.0010841131517803,1.189863136513606,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-02-29,-0.0281256454262323,1.1563974678302795,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-03-31,-0.0981681433119938,1.0428760754826898,14,14,0,0,2018,2019-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-04-30,0.1247288474511147,1.1247288474511146,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-05-31,0.0680783956064443,1.2012985828778715,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-06-30,0.0331592232972137,1.2411327108341454,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-07-31,0.0619845105885172,1.3180637144905998,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-08-31,0.0280564195863453,1.355043863105885,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-09-30,-0.0324151856438782,1.3111198647277098,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-10-31,-0.0154632694091655,1.2908456650317166,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-11-30,0.1713900776607637,1.5120838038095628,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2020-12-31,0.0597651739500395,1.6024537553712788,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-01-31,0.0056596164295954,1.6115230289728448,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-02-28,0.068256074084037,1.7215192642265469,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-03-31,0.028803104314317,1.7711043631731704,15,15,0,0,2019,2020-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-04-30,0.0406539309441553,1.0406539309441554,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-05-31,0.0388498966334411,1.08108322859252,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-06-30,0.0330680526360913,1.116832545699613,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-07-31,-0.0126801645321419,1.102670925265291,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-08-31,0.0484718744834322,1.1561194519512803,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-09-30,-0.0613380742504149,1.0852053111651438,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-10-31,0.0598865863306929,1.1501945527187618,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-11-30,0.0847524010544216,1.2476763027413935,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2021-12-31,0.062584969878993,1.325762086567197,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-01-31,-0.1045023620470139,1.1872168170085473,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-02-28,-0.0099229630817103,1.1754361083633855,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-03-31,0.0244265947222364,1.204148009804261,16,16,0,0,2020,2021-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-04-30,-0.1048273397063206,0.8951726602936796,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-05-31,0.0242990221491956,0.9169244805935102,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-06-30,-0.1133701988299185,0.8129725699166042,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-07-31,0.0882092951987447,0.8846843073248601,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-08-31,-0.0778616344252655,0.8158013412061627,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-09-30,-0.0701157790461959,0.7586007946205611,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-10-31,0.1241354751108396,0.852770064680245,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-11-30,0.0887111263882858,0.9284202576682408,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2022-12-31,-0.0701053839782993,0.8633329990111771,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-01-31,0.0917544020086829,0.9425476020698104,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-02-28,-0.0348267569945014,0.9097217257767752,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-03-31,0.0830396445333101,0.985264694509508,18,18,0,0,2021,2022-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-04-30,-0.0321729929353565,0.967827007064643,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-05-31,0.080071407412513,1.0453222776521491,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-06-30,0.0395665305273773,1.0866820534618205,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-07-31,0.05043598295942,1.1414899309925284,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-08-31,0.0017207252497999,1.1434541215391796,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-09-30,-0.0623891660963492,1.0721149724269166,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-10-31,-0.0242570166530438,1.0461086616867792,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-11-30,0.1457555172259268,1.1985847707454578,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2023-12-31,0.0773760636422267,1.291326542247262,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-01-31,0.0259892939264922,1.3248872073088072,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-02-29,0.0695292857339111,1.4170056685109849,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-03-31,0.0620166215554358,1.504883572796938,19,19,0,0,2022,2023-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-04-30,-0.0770905143365465,0.9229094856634537,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-05-31,0.0744395220653741,0.9916104266858414,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-06-30,0.0788825116336346,1.0698311477049207,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-07-31,0.0122854380859065,1.0829744920324238,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-08-31,-0.0084794878592923,1.0737914229753116,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-09-30,0.0226856012906657,1.0981510270662662,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-10-31,-0.0081355438512965,1.0892169712302222,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-11-30,0.0577244348306145,1.1520914053024005,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2024-12-31,-0.0213484773909155,1.1274960079840342,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-01-31,0.0094636521784716,1.1381662380362103,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-02-28,-0.049961783620263,1.0813014227275564,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-03-31,-0.0971268948386498,0.9762779731534144,20,20,0,0,2023,2024-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-04-30,-0.0050681819245357,0.9949318180754648,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-05-31,0.0689877192599597,1.0635698950236565,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-06-30,0.0985540461206166,1.168389011510317,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-07-31,0.0241332751611111,1.1965860650203142,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-08-31,0.0333644889753166,1.236509547594702,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-09-30,0.1090837224725471,1.3713926119191773,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-10-31,0.101296605363133,1.5103100281266704,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-11-30,0.0090559468620468,1.523987315486602,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2025-12-31,0.0312749992108478,1.5716500175757877,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2026-01-31,0.1404663604179157,1.7924139753954118,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2026-02-28,0.0096285102794355,1.8096722517825103,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2026-03-31,-0.0491456499036482,1.7207347328560605,21,21,0,0,2024,2025-03-31,gap_top_30pct,sp500_mse_bio_it_w3,S&P500,mse,bio_it,3
2019-04-30,0.0222449057990217,1.0222449057990215,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-05-31,-0.087109066127882,0.933198106700884,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-06-30,0.0628244038586784,0.9918257214364146,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-07-31,0.0467361609474354,1.038179847985273,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-08-31,-0.0037415972292202,1.034295397142619,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-09-30,0.0100404108934473,1.0446801479151322,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-10-31,0.0391171242205161,1.0855450310318355,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-11-30,0.0047008204014851,1.0906479832604408,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-12-31,0.03466833537847,1.1284589333239656,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-01-31,0.0194704666547809,1.1504305553565397,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-02-29,-0.0523309744650165,1.0902274033404016,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-03-31,-0.1454294446313947,0.9316762375506794,15,15,0,0,2018,2019-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-04-30,0.1516412680167196,1.1516412680167196,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-05-31,0.0692160438061666,1.2313533204727545,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-06-30,-0.0140667263959437,1.2140322102169272,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-07-31,0.0846514028808238,1.3168017399542973,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-08-31,0.0675741479465876,1.405783495546293,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-09-30,-0.0456742024535661,1.3415754555648296,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-10-31,-0.0078499187294658,1.3310441972691995,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-11-30,0.12720862962173,1.50036450556977,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2020-12-31,0.0499177602304869,1.5752593412171352,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-01-31,-0.0162443651171243,1.5496702533242432,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-02-28,0.0438446603896383,1.6176150192971694,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-03-31,0.0321479846033931,1.6696180820317523,16,16,0,0,2019,2020-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-04-30,0.0677711803239715,1.0677711803239716,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-05-31,0.0264493169226796,1.0960129986732638,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-06-30,0.0215668838314073,1.1196505836933626,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-07-31,0.0524672616137869,1.1783955837840314,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-08-31,0.0135060398555564,1.1943110415042302,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-09-30,-0.045270145840019,1.1402444064769883,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-10-31,0.0589583465154901,1.2074713313064085,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-11-30,0.0212117089992864,1.2330838618110609,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2021-12-31,0.0655851747513043,1.3139558823709525,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-01-31,-0.0972787818105911,1.186135854781046,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-02-28,-0.0074795176390666,1.1772641307328815,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-03-31,0.0272320901126716,1.2093234936274155,16,16,0,0,2020,2021-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-04-30,-0.0901574137924804,0.9098425862075196,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-05-31,-0.0178193489312817,0.8936297836913479,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-06-30,-0.0868347013844227,0.8160317082762835,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-07-31,0.0990469836459944,0.8968571875405374,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-08-31,-0.049890231686351,0.8521127746645708,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-09-30,-0.0941837583586693,0.7718575910012276,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-10-31,0.0797100354073416,0.833382386909361,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-11-30,0.0824404320279437,0.9020867909306476,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2022-12-31,-0.0527303382428138,0.8545194493205002,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-01-31,0.1030957329875237,0.9426167583002922,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-02-28,-0.0366136795084808,0.9081040904125622,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-03-31,0.0408558161409402,0.9452054241672936,17,17,0,0,2021,2022-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-04-30,0.0178385204987328,1.017838520498733,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-05-31,-0.0351046004684408,0.982107705895236,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-06-30,0.0699250466482579,1.050781633043574,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-07-31,0.0248641360469379,1.076908410523193,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-08-31,-0.0282654835103358,1.0464690736034077,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-09-30,-0.0622510424427442,0.9813252828875026,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-10-31,-0.0412185998351306,0.9408764287440664,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-11-30,0.1189090391123284,1.0527551408094624,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2023-12-31,0.0512264229321113,1.1066840208965223,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-01-31,0.0139402991866066,1.1221115272528566,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-02-29,0.0462650382452127,1.174026059976604,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-03-31,0.0370929387049767,1.2175741366573616,18,18,0,0,2022,2023-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-04-30,-0.0451390033801192,0.954860996619881,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-05-31,0.0181747869684403,0.97221539181792,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-06-30,0.0018034988698762,0.9739687811783398,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-07-31,0.0078531307088647,0.981617485323287,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-08-31,0.0331007129620843,1.0141097239435362,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-09-30,0.0203469363414485,1.0347437499398593,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-10-31,-0.0108520372853579,1.0235146721847208,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-11-30,0.0444983568748287,1.0690593933342198,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2024-12-31,-0.03716651328704,1.029326183187229,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-01-31,0.0251972329013039,1.0552623547564075,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-02-28,0.0264255707262999,1.083148264746825,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-03-31,-0.0318605951603763,1.048638516385062,18,18,0,0,2023,2024-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-04-30,0.0027125365762357,1.002712536576236,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-05-31,0.0334781153656875,1.0362814625543564,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-06-30,0.036893314962425,1.0745133209420967,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-07-31,-0.0281656565494161,1.044248947786669,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-08-31,0.0340030389678185,1.0797565854503626,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-09-30,0.0097237712512296,1.0902558914942908,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-10-31,-0.0071375829171596,1.0824740996678286,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-11-30,0.0432737929557234,1.1293168597367873,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2025-12-31,0.0079841786248389,1.138333527268968,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2026-01-31,0.0753476946764322,1.224104334321576,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2026-02-28,0.0209960472723145,1.249805686791237,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2026-03-31,-0.086310329377912,1.141934546305898,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-04-30,0.0314588537827065,1.0314588537827063,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-05-31,-0.0972728062057287,0.931125956589518,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-06-30,0.0819366131818328,1.0074192639181574,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
2019-07-31,0.0297478748335238,1.0373878460860757,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_ranknet_all_w5,S&P500,ranknet,all,5
