ticker,price_ticker,sec_ticker,cik,sector,industry,name,notes,source_url
QEP,QEP,QEP,0001108827,,,QEP Resources,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001108827&owner=exclude
RAI,RAI,RAI,0001275283,,,Reynolds American,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001275283&owner=exclude
RDC,RDC,RDC,0000085408,,,Rowan Companies,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000085408&owner=exclude
RHT,RHT,RHT,0001087423,,,Red Hat,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001087423&owner=exclude
RRD,RRD,RRD,0000029669,,,RR Donnelley,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000029669&owner=exclude
RTN,RTN,RTN,0001047122,,,Raytheon Company,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001047122&owner=exclude
SAI,SAI,SAI,0001336920,,,SAIC,"Historical ticker reuse: selected SAIC, Inc. CIK for 2011-2012, not current SAI.TECH.",https://www.sec.gov/edgar/browse/?CIK=0001336920&owner=exclude
SBNY,SBNY,SBNY,0001288784,,,Signature Bank,Selected Signature Bank CIK; later trading/OTC status may differ after 2023 resolution.,https://www.sec.gov/edgar/browse/?CIK=0001288784&owner=exclude
SCG,SCG,SCG,0000754737,,,SCANA,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000754737&owner=exclude
SEE,SEE,SEE,0001012100,,,Sealed Air,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001012100&owner=exclude
SHLD,SHLD,SHLD,0001310067,,,Sears Holdings,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001310067&owner=exclude
SIAL,SIAL,SIAL,0000090185,,,Sigma-Aldrich,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000090185&owner=exclude
SIVB,SIVB,SIVB,0000719739,,,SVB Financial Group,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000719739&owner=exclude
SLE,SLE,SLE,0000023666,,,Sara Lee Corporation,"Historical ticker reuse: selected Sara Lee Corp CIK, not current Super League Enterprise.",https://www.sec.gov/edgar/browse/?CIK=0000023666&owner=exclude
SNI,SNI,SNI,0001430602,,,Scripps Networks Interactive,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001430602&owner=exclude
SPLS,SPLS,SPLS,0000791519,,,Staples,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000791519&owner=exclude
SRCL,SRCL,SRCL,0000861878,,,Stericycle,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000861878&owner=exclude
STJ,STJ,STJ,0000203077,,,St Jude Medical,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000203077&owner=exclude
SUN,SUN,SUN,0000095304,,,Sunoco,"Historical ticker reuse: selected Sunoco, Inc. CIK, not Sunoco LP.",https://www.sec.gov/edgar/browse/?CIK=0000095304&owner=exclude
SVU,SVU,SVU,0000095521,,,Supervalu,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000095521&owner=exclude
SWN,SWN,SWN,0000007332,,,Southwestern Energy,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000007332&owner=exclude
SWY,SWY,SWY,0000086144,,,Safeway,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000086144&owner=exclude
TEG,TEG,TEG,0000916863,,,Integrys Energy Group,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000916863&owner=exclude
TGNA,TGNA,TGNA,0000039899,,,Tegna,Same CIK as Gannett/TEGNA issuer for historical filings.,https://www.sec.gov/edgar/browse/?CIK=0000039899&owner=exclude
TIE,TIE,TIE,0001011657,,,Titanium Metals,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001011657&owner=exclude
TIF,TIF,TIF,0000098246,,,Tiffany & Co,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000098246&owner=exclude
TSS,TSS,TSS,0000721683,,,TSYS,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000721683&owner=exclude
TWC,TWC,TWC,0001377013,,,Time Warner Cable,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001377013&owner=exclude
TWTR,TWTR,TWTR,0001418091,,,Twitter,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001418091&owner=exclude
TWX,TWX,TWX,0001105705,,,Time Warner,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001105705&owner=exclude
TYC,TYC,TYC,0000833444,,,Tyco International,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000833444&owner=exclude
VAR,VAR,VAR,0000203527,,,Varian Medical Systems,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000203527&owner=exclude
VIAB,VIAB,VIAB,0001339947,,,Viacom,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001339947&owner=exclude
WBA,WBA,WBA,0001618921,,,Walgreens Boots Alliance,Issuer transition: 2011-2014 Walgreen Co was CIK 0000104207; filled 0001618921 for Walgreens Boots Alliance covering 2015-2024.,https://www.sec.gov/edgar/browse/?CIK=0001618921&owner=exclude
WCG,WCG,WCG,0001279363,,,WellCare,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001279363&owner=exclude
WFM,WFM,WFM,0000865436,,,Whole Foods Market,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000865436&owner=exclude
WIN,WIN,WIN,0001282266,,,Windstream Communications,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001282266&owner=exclude
WPX,WPX,WPX,0001518832,,,WPX Energy,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001518832&owner=exclude
WYN,WYN,WYN,0001361658,,,Wyndham Worldwide,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001361658&owner=exclude
X,X,X,0001163302,,,United States Steel,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001163302&owner=exclude
XEC,XEC,XEC,0001168054,,,Cimarex Energy,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001168054&owner=exclude
XL,XL,XL,0000875159,,,XL Group,Historical ticker reuse/current mapping issue: selected XL Group Ltd historical CIK.,https://www.sec.gov/edgar/browse/?CIK=0000875159&owner=exclude
XLNX,XLNX,XLNX,0000743988,,,Xilinx,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0000743988&owner=exclude
YHOO,YHOO,YHOO,0001011006,,,Yahoo!,Verified by issuer name/ticker against SEC EDGAR and SEC-derived mappings; source_url links to SEC EDGAR entity page.,https://www.sec.gov/edgar/browse/?CIK=0001011006&owner=exclude
POM,POM,POM,0001135971,,,Pepco Holdings,Corrected wrong mapping; selected historical Pepco Holdings Inc. CIK.,https://www.sec.gov/edgar/browse/?CIK=0001135971&owner=exclude
SE,SE,SE,0001373835,,,Spectra Energy,Corrected wrong mapping; selected historical Spectra Energy Corp. CIK.,https://www.sec.gov/edgar/browse/?CIK=0001373835&owner=exclude
